CSD Refcode,largest_cavity_diameter,pore_limitinig_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
CUNNUW,2.74739,1.31116,2.72621,785.718,1.84576,0.0,0.0,4.6836,2.53749,0.0,0.0,0.0,10.56,0.01344,0.00728155
NABMUA,5.52213,5.3747,5.52213,1685.86,1.21394,1622.89,1336.88,0.0,0.0,654.89,0.38846,0.32,0.0,0.0,0.0
YAHLIG,2.2021,1.20857,2.09587,995.217,1.75257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OJIMAY,2.51347,1.7203,2.51334,1207.51,1.78445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCIH,2.55241,1.08487,1.84594,980.838,1.69597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCUT,1.72609,1.38101,1.72609,1500.27,1.79986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BETZUX,5.30166,2.06846,5.15635,5158.38,1.17589,0.0,0.0,1205.95,1025.56,0.0,0.0,0.0,1395.24,0.27048,0.230022
LOTTEW01,3.44444,2.5987,3.43134,2037.49,1.4113,0.0,0.0,763.211,540.785,0.0,0.0,0.0,456.032,0.22382,0.158591
PIHRUU,2.53379,1.86621,2.53379,708.579,1.61583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIHROO,2.97745,1.54745,2.82964,740.067,1.70876,0.0,0.0,58.1386,34.0238,0.0,0.0,0.0,39.1199,0.05286,0.0309346
SUQZAH01,4.39459,2.20659,4.39293,1664.54,1.21901,0.0,0.0,783.76,642.946,0.0,0.0,0.0,309.438,0.1859,0.1525
VOGTER,1.93155,1.3408,1.93155,923.53,1.84442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCIH01,2.49545,1.16993,1.90842,980.797,1.69604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARCAC,2.81373,2.09857,2.81373,869.372,1.4625,0.0,0.0,14.7837,10.1086,0.0,0.0,0.0,39.226,0.04512,0.0308513
VAGTAA02,2.69024,1.14577,2.63109,1694.11,1.43738,0.0,0.0,0.299141,0.208115,0.0,0.0,0.0,0.0,0.0,0.0
PIHSAB,1.58683,1.06154,1.41445,569.35,2.01096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIHSEF01,2.97916,1.48663,2.93218,1686.71,1.64137,0.0,0.0,67.1183,40.8915,0.0,0.0,0.0,94.287,0.0559,0.0340569
PIHSEF,2.29602,1.0505,2.2761,852.17,2.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONWIW,2.84737,1.43689,2.60866,5275.34,1.38479,0.0,0.0,3.60088,2.60031,0.0,0.0,0.0,10.7617,0.00204,0.00147315
XIFXUG,1.55285,0.9585,1.54959,567.997,2.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELJOU,2.82283,1.2534,2.75693,1572.27,1.60438,0.0,0.0,33.3704,20.7996,0.0,0.0,0.0,29.2127,0.01858,0.0115808
HEDDIF,4.93372,1.6698,4.92197,5057.28,1.07325,0.0,0.0,1078.09,1004.52,0.0,0.0,0.0,1298.3,0.25672,0.2392
VAGTAA,2.74044,1.13785,2.72228,1678.47,1.45077,0.0,0.0,6.66479,4.59396,0.0,0.0,0.0,0.0,0.0,0.0
NUXYIQ,3.32767,1.17016,3.31835,2218.77,1.25316,0.0,0.0,95.4539,76.1704,0.0,0.0,0.0,63.2794,0.02852,0.0227584
JIFXIG,2.8591,1.32888,2.78788,1613.31,1.5677,0.0,0.0,47.0247,29.9959,0.0,0.0,0.0,42.8819,0.02658,0.0169547
XOXBAO,1.11947,0.78793,1.11947,1187.68,4.27736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JIDTEY,2.33662,1.18567,2.33662,2525.49,1.57562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUTVUA,3.68613,2.61606,3.66408,739.279,1.29654,0.0,0.0,1047.32,807.778,0.0,0.0,0.0,221.931,0.3002,0.231538
RAVWOC,23.42683,22.7671,23.42683,26611.0,0.432164,1393.46,3224.38,0.0,0.0,17886.3,0.67214,1.55529,0.0,0.0,0.0
RAVXOD,71.64083,71.50163,71.64083,128222.0,0.179111,662.582,3699.27,0.0,0.0,108819.0,0.84868,4.73828,0.0,0.0,0.0
REQVUH,4.859,4.32294,4.85324,7714.36,1.3161,722.787,549.189,0.0,0.0,1180.91,0.15308,0.116314,0.0,0.0,0.0
DORFOG,2.95981,2.32926,2.95262,808.357,1.58097,0.0,0.0,74.0709,46.8515,0.0,0.0,0.0,59.7214,0.07388,0.0467307
KEXYUK,5.2324,3.4529,5.06303,5980.83,1.09709,1849.97,1686.25,0.0,0.0,2040.9,0.34124,0.311041,0.0,0.0,0.0
CEZXOX,2.1285,1.21683,1.95796,2023.92,1.78819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QIDDEP,4.28131,2.65024,4.26737,1667.59,1.26648,1012.14,799.178,0.0,0.0,390.783,0.23434,0.185033,0.0,0.0,0.0
JEFVOG,1.89786,0.78169,1.89714,1554.4,2.20916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVACEW,1.57802,0.9419,1.57802,802.011,1.99259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPUJEI,2.57788,1.10535,2.51952,1736.3,1.83326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVHIRB10,4.7756,3.26237,4.7756,9086.24,1.14533,1039.32,907.442,0.0,0.0,1835.97,0.20206,0.176421,0.0,0.0,0.0
BARKUB,1.71413,0.84604,1.68979,4621.81,2.05686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OJIYUE,2.80866,0.9789,2.74906,620.724,1.74238,0.0,0.0,14.2811,8.19631,0.0,0.0,0.0,21.3901,0.03446,0.0197775
ZILNUG,2.13422,1.03837,2.12807,1509.28,2.07256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOTZAS,2.51308,1.06104,2.50521,896.446,1.77388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUPMIV,2.04908,1.11866,2.04253,2774.06,1.66073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYFUR,1.46541,0.59554,1.3871,2598.87,2.23424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAVMUN,2.30278,1.2853,2.27404,1847.63,1.72133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJODIS,2.45951,1.36976,2.11793,3648.67,1.51744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOTFOG,2.78248,1.40317,2.76327,1956.62,1.44562,0.0,0.0,1.75727,1.21558,0.0,0.0,0.0,10.5266,0.00538,0.00372157
KEHTIB,2.6426,1.33561,2.63744,2851.2,1.85779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOGOS,2.90337,1.37262,2.64969,2186.54,1.19355,0.0,0.0,12.9217,10.8263,0.0,0.0,0.0,24.1394,0.01104,0.00924972
RONLUE,1.45224,0.66407,0.98095,749.233,2.26506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAVMOH,2.79277,1.2908,2.56433,1849.45,1.6676,0.0,0.0,4.45702,2.67272,0.0,0.0,0.0,0.0,0.0,0.0
NUMSET,2.11383,1.51506,2.11383,1769.7,1.25709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZHZC01,1.40484,0.39982,1.37385,1175.43,4.42979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVELEZ,2.14557,0.82166,2.14557,1183.58,2.6493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAHZEM,1.81983,0.55314,1.80909,663.096,2.34942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIYHUJ,1.64397,0.99125,1.55088,506.424,2.51184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIQJOU,3.08952,1.51889,3.08952,4136.3,1.37094,0.0,0.0,27.1641,19.8141,0.0,0.0,0.0,63.699,0.0154,0.0112331
VIYJEV,1.54102,0.6758,1.54102,1197.94,2.32351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIRQEM,2.53692,1.45655,2.44175,976.486,1.23075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIWPAS,2.31912,0.94339,2.31781,794.567,2.23261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUKPOH,2.17329,1.03949,1.93562,745.643,1.97856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULZOR,1.96506,0.97846,1.95678,1040.53,1.74341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGUKAV,4.85989,1.11167,4.85804,2738.07,1.52175,0.0,0.0,625.238,410.867,0.0,0.0,0.0,433.217,0.15822,0.103972
VUKPIB,1.92483,1.01462,1.90844,1462.2,2.01792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITOJAF,1.09843,0.44722,1.07675,283.534,3.88692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABSAQ,3.74652,2.82927,3.74652,558.535,1.95641,493.378,252.186,0.0,0.0,75.3464,0.1349,0.068953,0.0,0.0,0.0
UFETIJ,3.66865,1.62388,3.50714,6323.85,2.27103,0.0,0.0,255.152,112.351,0.0,0.0,0.0,349.33,0.05524,0.0243238
CEJLUB,2.56031,1.08949,2.52859,541.888,2.25602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAYHAS,2.3979,1.38346,2.37321,2558.51,1.65206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUKPUN,4.09229,3.6628,4.06763,1266.98,2.78437,976.252,350.618,0.0,0.0,293.078,0.23132,0.0830779,0.0,0.0,0.0
KAHBEC,4.10462,1.16119,4.05635,2688.18,2.49581,0.0,0.0,477.824,191.451,0.0,0.0,0.0,361.775,0.13458,0.0539225
OVUYOW,2.12399,1.08657,2.12103,1896.02,1.70687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REDMUL,6.71795,5.69897,6.71795,4187.92,1.12369,1393.48,1240.09,0.0,0.0,1393.49,0.33274,0.296113,0.0,0.0,0.0
TATBUO,2.42118,1.02245,2.41829,901.553,2.47565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABSEU,3.72207,2.86234,3.72207,551.092,1.98283,451.17,227.539,0.0,0.0,74.0557,0.13438,0.0677718,0.0,0.0,0.0
TIWPAS,2.31912,0.94339,2.31781,794.567,2.23261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUKPOH,2.17329,1.03949,1.93562,745.643,1.97856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULZOR,1.96506,0.97846,1.95678,1040.53,1.74341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGUKAV,4.85989,1.11167,4.85804,2738.07,1.52175,0.0,0.0,625.238,410.867,0.0,0.0,0.0,433.217,0.15822,0.103972
VUKPIB,1.92483,1.01462,1.90844,1462.2,2.01792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOZKIW,1.76401,1.18768,1.75807,515.896,2.17394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GELCOS,1.42265,0.66166,1.40067,665.2,2.77253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNGAA,2.10062,1.00903,2.10062,782.246,1.9564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIHMAI,1.9343,1.15539,1.93396,1535.42,2.16062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FODGOW,2.42996,1.19507,2.10286,2021.44,1.6954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QEHJOD,1.88786,0.88496,1.34165,1102.49,1.98696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWIMOR,1.98153,0.98127,1.8901,763.442,2.0531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAYCIQ,1.9017,1.27807,1.88895,1971.11,2.02035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUFXOT,2.25231,0.95492,1.72029,1363.33,1.87984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COQRIJ,1.99384,1.17261,1.97969,1452.79,1.82817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEPNOC,2.05056,1.05933,1.67388,1040.79,2.23245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKOMIE,2.41384,1.01627,2.39826,2657.15,1.67505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIDBIM,2.7265,1.00937,2.6346,902.462,1.71454,0.0,0.0,3.95373,2.30599,0.0,0.0,0.0,0.0,0.0,0.0
GIWZIX,1.81696,1.053,1.80441,971.162,2.04271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOFGOF,2.3291,0.7647,2.3291,743.466,2.42762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOSGUM,1.42353,0.65792,1.36481,1260.08,2.20231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIDCAF,2.61058,1.32983,2.35785,808.168,1.76653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIJHEW,3.85396,1.98876,3.85396,651.708,2.62663,0.0,0.0,448.755,170.848,0.0,0.0,0.0,106.385,0.16324,0.062148
NONWIZ,2.11002,1.08123,2.07434,2321.28,2.02754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOQMEB,2.97906,1.27596,2.97637,2754.63,1.48079,0.0,0.0,28.279,19.0973,0.0,0.0,0.0,34.7084,0.0126,0.00850899
GEYSOS,3.38223,2.2986,3.1834,1234.68,1.52785,0.0,0.0,179.019,117.17,0.0,0.0,0.0,84.724,0.06862,0.0449128
CUGRUS,2.12537,1.36789,2.12537,510.197,2.00327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYFIF,2.09335,0.95974,2.04444,837.155,2.10041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMAREZ,2.48715,0.80669,2.47656,690.009,2.05953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYFIF01,2.26193,0.95095,2.08498,416.155,2.11263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUGSIH,1.74851,1.1716,1.60763,1216.36,2.57407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PONWOH,2.15712,1.58705,2.15712,2096.91,1.87501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFIRAT,2.42513,1.95785,2.39906,2857.41,1.45792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUHZOX,4.46307,3.72375,4.46307,2483.23,1.71279,618.86,361.316,0.0,0.0,348.497,0.14034,0.0819363,0.0,0.0,0.0
EDIMUZ,2.94568,1.07907,2.94568,956.124,2.05451,0.0,0.0,100.397,48.8665,0.0,0.0,0.0,70.8297,0.07408,0.0360573
CUGSON,1.60229,0.89668,1.59257,595.611,2.62838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIGTIY,1.91489,0.89813,1.91489,1286.43,1.9095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMIQOG,1.67717,0.79851,1.60057,2626.3,1.83644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBIXEE,2.03547,0.98688,1.80676,1312.46,2.07462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAXCIT,2.27269,0.80035,2.24704,2665.07,2.12155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEGVOG,1.85356,0.89552,1.83091,2420.49,2.79115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSSALB01,1.86647,1.32816,1.86647,1506.37,1.7544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIJKEP,4.34535,3.55407,4.34535,2410.32,1.60623,583.459,363.248,0.0,0.0,320.911,0.13314,0.0828899,0.0,0.0,0.0
LURYAZ,4.17023,3.31523,3.69042,1717.18,1.42289,1043.73,733.531,0.0,0.0,353.911,0.2061,0.144846,0.0,0.0,0.0
CEDHEZ,2.11618,1.24049,2.11129,1178.59,1.92007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBCET,2.33781,1.25131,2.2984,837.718,1.66461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUGSUT,1.64604,1.1137,1.63608,365.424,2.30574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAXCOZ,2.17148,0.97988,2.17148,1429.56,1.90425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INACOS,2.49049,1.32814,2.36152,1436.23,1.75639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAQAA,10.76894,7.5022,10.75927,22763.8,0.701762,2230.0,3177.71,0.0,0.0,15021.4,0.65988,0.940319,0.0,0.0,0.0
ALIPEQ,3.69737,2.83804,3.69333,1642.49,1.68544,1688.21,1001.64,0.0,0.0,668.164,0.4068,0.241361,0.0,0.0,0.0
BIKMEQ01,7.08924,6.14444,7.08806,12245.9,1.04678,1893.28,1808.66,99.8149,95.3541,5359.52,0.43766,0.4181,275.042,0.02246,0.0214562
BIKMEQ,7.05218,6.14844,7.04892,12087.4,1.06051,1919.35,1809.84,79.2682,74.7455,5338.74,0.44168,0.41648,223.374,0.01848,0.0174256
BIKNIV,3.99499,1.72273,2.43182,11902.5,1.51212,0.0,0.0,53.5377,35.4058,0.0,0.0,0.0,149.496,0.01256,0.00830624
BIZLOO,18.15383,4.60978,18.15383,35735.5,0.592936,2476.94,4177.42,0.0,0.0,24886.9,0.69642,1.17453,0.0,0.0,0.0
BIZNOQ,27.72959,25.92869,27.72959,22121.8,0.602853,1447.27,2400.7,6.83577,11.339,15166.7,0.6856,1.13726,37.607,0.0017,0.00281992
BOHWUS,19.47936,17.10153,19.47936,43156.4,0.690478,1153.4,1670.44,56.4734,81.7889,33740.5,0.78182,1.13229,418.617,0.0097,0.0140482
BOHXIH,7.57568,3.35709,7.57568,5710.0,1.59102,2293.29,1441.4,0.0,0.0,2599.99,0.45534,0.286194,0.0,0.0,0.0
BUNKUS,39.11062,37.4764,39.11062,34951.1,0.359043,1399.03,3896.57,0.0,0.0,28805.3,0.82416,2.29544,0.0,0.0,0.0
CECNAC,16.83709,4.44221,16.45251,35760.8,0.871653,1815.47,2082.79,259.751,297.998,18466.9,0.5164,0.592438,2446.75,0.06842,0.0784945
DAQPET01,25.97606,9.56458,25.97606,57061.3,0.598833,1695.96,2832.11,0.0,0.0,45250.7,0.79302,1.32428,0.0,0.0,0.0
DORLAZ,17.77688,8.69754,17.77688,34711.4,0.492393,2101.89,4268.73,0.0,0.0,26259.9,0.75652,1.53641,0.0,0.0,0.0
DUWYEB,15.42219,7.88327,15.42219,26699.8,0.597324,2218.49,3714.05,0.0,0.0,19637.7,0.7355,1.23133,0.0,0.0,0.0
EDOPIZ01,15.93869,8.94325,15.93869,27997.3,0.538261,2167.38,4026.64,0.0,0.0,21074.1,0.75272,1.39843,0.0,0.0,0.0
EDOPIZ02,15.92959,8.93825,15.92959,28088.1,0.53652,2162.63,4030.85,0.0,0.0,21144.2,0.75278,1.40308,0.0,0.0,0.0
EDOPIZ,15.90766,8.93343,15.90766,28246.1,0.5334,2167.75,4064.02,0.0,0.0,21232.6,0.7517,1.40926,0.0,0.0,0.0
ERALOA,13.83108,13.42388,13.83108,8776.36,1.04871,2268.33,2162.97,0.0,0.0,6026.02,0.68662,0.654727,0.0,0.0,0.0
ERALUG,12.69687,11.48808,12.69687,14705.7,0.984722,2253.55,2288.51,0.0,0.0,8734.0,0.59392,0.603135,0.0,0.0,0.0
ERAMUH,15.0811,13.76464,15.0811,9428.65,0.691286,2305.23,3334.7,0.0,0.0,6578.18,0.69768,1.00925,0.0,0.0,0.0
ERANOC,12.61956,7.15384,8.34001,18886.4,0.750777,2588.09,3447.21,0.0,0.0,12289.4,0.6507,0.866702,0.0,0.0,0.0
EWETOR,19.34535,8.73558,19.21549,58145.0,0.556983,2217.11,3980.57,0.0,0.0,44440.2,0.7643,1.37221,0.0,0.0,0.0
EWILIH,7.3181,3.65314,7.3181,8959.64,1.30043,2112.11,1624.16,0.0,0.0,3950.66,0.44094,0.339073,0.0,0.0,0.0
FEVWOV,13.77434,4.98228,7.15842,22352.6,0.868571,2490.79,2867.69,0.0,0.0,13148.7,0.58824,0.67725,0.0,0.0,0.0
FINBUC,24.11976,22.52268,24.1169,22074.7,0.645609,1740.99,2696.67,0.0,0.0,15352.0,0.69546,1.07722,0.0,0.0,0.0
FINLUM,10.39323,8.57503,10.39085,11377.3,0.73191,2048.74,2799.17,0.0,0.0,8698.88,0.76458,1.04464,0.0,0.0,0.0
FINMAT,9.2832,7.85403,9.24968,9379.49,0.825476,2252.72,2728.99,0.0,0.0,6920.94,0.73788,0.893884,0.0,0.0,0.0
FINMIB,8.97917,7.19174,8.5786,9907.92,0.840457,2383.4,2835.83,0.0,0.0,7240.11,0.73074,0.869456,0.0,0.0,0.0
FINMUN,11.65196,10.46259,11.65153,12401.9,0.671443,1918.21,2856.86,0.0,0.0,9663.08,0.77916,1.16043,0.0,0.0,0.0
FIPCAL,15.15954,8.028,15.15954,25161.5,0.658414,2238.2,3399.39,0.0,0.0,18397.1,0.73116,1.11049,0.0,0.0,0.0
FIPCUF,7.44474,4.83648,7.44474,3658.67,1.09808,2468.67,2248.16,0.0,0.0,1952.41,0.53364,0.485974,0.0,0.0,0.0
FIPDEQ,5.92336,3.92627,5.92336,3664.37,1.39518,2782.17,1994.13,0.0,0.0,1852.41,0.50552,0.362333,0.0,0.0,0.0
FIPFES,5.67557,3.92637,5.67557,3737.59,1.36373,2725.96,1998.9,0.0,0.0,1896.38,0.50738,0.372052,0.0,0.0,0.0
GEDXIZ,19.26788,13.04626,19.26788,63195.6,0.646889,1309.35,2024.08,148.53,229.607,38382.5,0.60736,0.938894,1739.14,0.02752,0.0425421
GERBEN,12.17392,7.88216,12.1357,21557.8,0.59667,2172.49,3641.03,0.0,0.0,16122.6,0.74788,1.25342,0.0,0.0,0.0
GINTIJ,12.26536,9.57696,12.26536,20095.8,0.648671,2258.72,3482.07,0.0,0.0,14592.4,0.72614,1.11943,0.0,0.0,0.0
HERJEW,13.42693,12.0111,13.42007,22432.2,0.608974,2115.46,3473.8,0.0,0.0,16357.1,0.72918,1.19739,0.0,0.0,0.0
HICPIV,16.52243,6.67366,16.52243,16207.2,0.541228,2268.0,4190.47,0.0,0.0,12112.6,0.74736,1.38086,0.0,0.0,0.0
ISEMOK,14.48964,7.43988,14.48964,34725.7,0.524386,2260.94,4311.6,0.0,0.0,25765.1,0.74196,1.41491,0.0,0.0,0.0
IZIBUQ,11.4911,10.0818,11.4911,7866.74,0.805628,2079.56,2581.29,0.0,0.0,5156.33,0.65546,0.813601,0.0,0.0,0.0
JAYDIZ,9.28021,3.32369,9.22186,18141.3,1.30618,2376.08,1819.11,0.0,0.0,9682.36,0.53372,0.408612,0.0,0.0,0.0
JOHDIW,21.92934,15.152,21.92934,86817.6,0.479092,1833.67,3827.39,0.0,0.0,66321.7,0.76392,1.59452,0.0,0.0,0.0
JOZWUS,18.60108,8.81956,18.58258,16323.1,0.422333,1892.95,4482.13,0.0,0.0,13043.1,0.79906,1.89201,0.0,0.0,0.0
LICGOW,30.19427,28.66711,30.19427,22122.8,0.457711,1608.26,3513.71,0.0,0.0,17831.4,0.80602,1.76098,0.0,0.0,0.0
LOBDUE,14.4001,13.31904,14.4001,8631.38,0.766296,2216.55,2892.55,0.0,0.0,5696.19,0.65994,0.861208,0.0,0.0,0.0
LOBQOL,14.44644,13.57014,14.44644,8648.05,0.740613,2272.93,3068.99,0.0,0.0,5815.98,0.67252,0.908059,0.0,0.0,0.0
MAFWEY,14.93268,7.78047,14.93268,25217.7,0.589908,2214.36,3753.74,0.0,0.0,18636.9,0.73904,1.25281,0.0,0.0,0.0
MERGEY,25.55134,13.40957,25.55133,56629.7,0.593538,1615.28,2721.45,0.0,0.0,45085.2,0.79614,1.34135,0.0,0.0,0.0
MUBZOA,18.74145,8.32884,18.74145,10751.4,0.441015,2032.43,4608.52,0.0,0.0,8504.81,0.79104,1.79368,0.0,0.0,0.0
NADYUP,26.02325,14.47748,26.02325,57455.7,0.448742,1543.93,3440.57,0.0,0.0,46947.1,0.8171,1.82087,0.0,0.0,0.0
NEJNUO,7.51508,5.83938,7.51508,10013.6,0.92989,2871.07,3087.54,0.0,0.0,5720.38,0.57126,0.614331,0.0,0.0,0.0
NEJPAW,7.47004,5.81912,7.46788,10011.1,0.917342,2849.25,3105.98,0.0,0.0,5822.06,0.58156,0.633962,0.0,0.0,0.0
NEVDEA,16.11464,8.43241,16.08471,11973.2,0.583844,2195.1,3759.73,0.0,0.0,8737.06,0.72972,1.24985,0.0,0.0,0.0
NEVLAE,16.09064,8.72371,15.95987,12013.1,0.581905,2172.24,3732.99,0.0,0.0,8740.94,0.72762,1.25041,0.0,0.0,0.0
NEVSUF01,16.172,8.66734,16.16819,12136.7,0.575978,2205.04,3828.33,0.0,0.0,8854.18,0.72954,1.26661,0.0,0.0,0.0
NEVSUF10,16.07673,8.62951,16.07673,11878.9,0.588479,2181.59,3707.17,0.0,0.0,8638.31,0.7272,1.23573,0.0,0.0,0.0
NEVSUF12,16.00485,8.86825,16.00485,11890.7,0.587893,2174.65,3699.06,0.0,0.0,8626.7,0.7255,1.23407,0.0,0.0,0.0
NIHGAP,13.01963,10.30214,13.01963,20684.9,0.630197,2201.44,3493.26,0.0,0.0,15174.4,0.7336,1.16408,0.0,0.0,0.0
NIHGIX,12.55441,9.64304,12.55441,20223.5,0.671525,2254.02,3356.56,0.0,0.0,14387.4,0.71142,1.05941,0.0,0.0,0.0
NIHHUK,11.75649,8.29218,11.22434,22979.9,0.666797,2425.12,3636.97,0.0,0.0,16188.4,0.70446,1.05648,0.0,0.0,0.0
